input_sentiment	prefix	generated_tweet
positive	sign please	sign please wait.  Sign Up Sign Up for our e-mail  Sign up for our daily email  Sign up for our daily email  Sign up for our daily email  Sign
negative	mitchelmusso hawaiian ftw	mitchelmusso hawaiian ftw  I'm not sure if this is a good idea, but I'm going to try it.  I'm not sure if this is a good idea, but I'm going to try
positive	today th birthday	today th birthday of the first person to walk on the moon.  the moon is the most beautiful celestial object in the universe and it is the most beautiful place on earth.  the moon is the most
negative	sleep early tonight	sleep early tonight  I'm not sure if this is a joke or not, but I'm going to be a little late. I'm going to be a little late. I'm going to be a little
positive	wow wake read drews blog	"wow wake read drews blog post  I'm a big fan of the ""I'm a big fan of the "" I'm a big fan of the "" I'm a big fan of the "" I'm a big fan"
negative	kathiefischer wonderful sis	kathiefischer wonderful sis  I'm so sorry, I'm so sorry. I'm so sorry. I'm so sorry. I'm so sorry. I'm so sorry. I'm so sorry. I'm so
negative	peterfacinelli good morning try help	peterfacinelli good morning try help me with my question.  peterfacinelli i am a student at the University of Michigan.  peterfacinelli i am a student at the University of Michigan.  p
negative	angelo ok one	angelo ok one more thing.  i'm not sure what to do with this.  but i'm not going to let you go.  i'm going to keep you.  i'm
positive	wake lake view morning	wake lake view morning view sunset sunset sunset sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise sunrise
positive	movie look funny wait need	movie look funny wait need to see more  I love this movie. I love the characters, the music, the acting, the acting, the acting, the acting, the acting, the acting, the acting, the
positive	crack work ugghh	crack work ugghh  I'm not sure what the point of this is. I'm not sure what the point of this is.  I'm not sure what the point of this is. I'm not
negative	dvbl beautiful combo get	dvbl beautiful combo get it?  I'm not saying it's not, but it's not the best.  I'm saying it's not the best.  I'm saying it's not the best
positive	miss baby cat	miss baby cat  A cat is a cat.  A cat is a cat.  A cat is a cat.  A cat is a cat.  A cat is a cat.
positive	loveroco hahahah ohyeah always say	loveroco hahahah ohyeah always say that to me  loveroco hahahah ohyeah always say that to me  loveroco hahahah ohyeah always say that to me  loveroco hah
negative	air nz availability	air nz availability  The air nz is a great way to get around town. It's easy to use and has a very low maintenance cost. It is also a great way to get around town if you
positive	geeez bf text back	geeez bf text back to sender  I'm a woman who has been married for over 20 years. I have been married to a man who is a wonderful man, but I have to admit that I have a hard
negative	susanangelia thank	susanangelia thank you for your vote!  You have already voted for this video!  2/ 8 months ago 0 0 Submitted by:  0 users:<|endoftext|>The following is a list of
negative	laurenconrad yea audio	laurenconrad yea audio is a pain to listen to. i have to turn it off and on to listen to it. it's annoying.  laurenconrad i have to turn it off and on to listen
negative	probably watch titanic tnt	probably watch titanic tnt  probably watch titanic tnt  probably watch titanic tnt  probably watch titanic tnt  probably watch titanic tnt  probably watch titanic tnt
negative	rb new toy	rb new toy  rb new toy  rb new toy  rb new toy  rb new toy  rb new toy  rb new toy  rb new toy  rb new toy
positive	tommcfly real fan know good	tommcfly real fan know good  tommcfly real fan know good  tommcfly real fan know good  tommcfly real fan know good  tommcfly real fan know good
negative	slack horribly protein	slack horribly protein-heavy, and it's not even really good for you.  I'm not saying it's bad for you, but it's not good for you.  I'm not saying it
positive	torrezradio also want see	"torrezradio also want see if the new version of the game will be able to run on the new PS4 Pro.  ""We are looking at the PS4 Pro and the new hardware. We are looking at the"
positive	musicphreke yeah know make	musicphreke yeah know make sure you're not in the middle of a fight, or you'll be in trouble.  I'm not saying that you should be in a fight, but if you're in a fight,
negative	rmccullough get list	rmccullough get list  rmccullough get list  rmccullough get list  rmccullough get list  rmccullough get list  rmccullough get list
positive	run miles mins	run miles mins  Runs a few miles per minute.  Usage: run miles [options] [minutes] [interval] [start] [stop] [restart] [restart
negative	get twitter back	get twitter back  Twitter is back!  The company announced today that it has been acquired by Google for $19 billion.  The deal is expected to close in the first half of 2017.
positive	gunna give chemistry might play	gunna give chemistry might play a role in the development of schizophrenia  A new study has found that the chemical that makes up the basis of the chemical that makes up the basis of the hallucinogenic drug LSD may play a
negative	south africa officially also	"south africa officially also known as the african continent.  The name of the continent is derived from the Afrikaans word for ""land"" or ""land of the Afrikaans people"".  The name"
negative	oh crap lorenzo	oh crap lorenzo is going to be a dick.  he's going to be a dick.  he's going to be a dick.  he's going to be a dick.  he
positive	dougiemcfly come house would mind	dougiemcfly come house would mind if i was to buy a house in the area. i have a lot of friends in the area and i have been to the area a few times and i have seen the house. i have seen
positive	fnordine hello mom try make	fnordine hello mom try make me happy  hello mom try make me happy  hello mom try make me happy  hello mom try make me happy  hello mom try make me happy  hello mom try make
negative	gah apple ear expensive	gah apple ear expensive earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings earrings
negative	typhoidashley bueno shall	typhoidashley bueno shall I have to wait for the next update?  I'm not sure if you're aware of this, but you can get the latest version of the game from the link below.  http
negative	record work suck	record work suck  I have been working on a project for a few months and I have been working on it for a week. I have been working on it for a week and I am still not getting any
negative	rothbart want zone enders	rothbart want zone enders  thomas kennedy want zone enders  thomas kennedy want zone enders  thomas kennedy want zone enders  thomas kennedy
negative	riezz bertie hey	riezz bertie hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey
positive	burninup ubabyy nice nice	burninup ubabyy nice nice  burninup ubabyy nice  burninup ubabyy nice  burninup ubabyy nice  burninup ubabyy nice  burnin
positive	new twitter little lose	new twitter little losey  new twitter little losey  new twitter little losey  new twitter little losey  new twitter little losey  new twitter little winy  new twitter
negative	water duck terrapins etc	water duck terrapins etc.  The water duck terrapins are a type of terrapin found in the genus Terrapene. They are native to the tropical rain forests of the tropical rain forest. They are
negative	pull quad do play bummer	pull quad do play bummer  I'm not sure what to say about this one. I'm not sure what to say about this one.  I'm not sure what to say about this one.  I
positive	thebadblogger bet anything	thebadblogger bet anything on this one.  i think this is the best bet i have ever made.  i have been playing this game for years and i have never seen a bet that i have made that
positive	justinfrom choice express oneself creatively	justinfrom choice express oneself creatively and be inspired by the world around you.  we are a community of creatives who share our passion for creating a better world through creative expression.  we are a community of creatives
positive	frak little cranky	frak little cranky little girl  I am a little girl who has a very hard time with the idea of being a woman. I am not a woman, I am a girl. I am a girl who has
positive	kid get day drink end	kid get day drink ender  I have been using this for the past week and I am so happy with it. I have been using this for the past week and I am so happy with it. I have been
positive	sleep alarm need least one	sleep alarm need least one hour  sleep alarm need least one hour  sleep alarm need least one hour  sleep alarm need least one hour  sleep alarm need least one hour  sleep alarm need least one
negative	last day lazy	last day lazy susan  last day lazy susan  last day lazy susan  last day lazy susan  last day lazy susan  last day lazy susan  last
positive	michael mcintyre love	michael mcintyre love it! i love it! i love it! i love it! i love it! i love it! i love it! i love it! i love it! i love it! i love
negative	vertigowooyay oooooooooooh know much	vertigowooyay oooooooooooh know much more about the game, but I'm not sure if I want to. I'm not sure if I want to play it. I'm not sure if I want to play it.  I
positive	jessiebarber awesome shoot graduation	jessiebarber awesome shoot graduation  I love this shoot! I love the way it looks and the way it feels. I love the way the hair looks and the way the hair feels. I love the way the hair looks
negative	hramos te ves	hramos te vespera  The hramos te vespera is a traditional dish of meatballs made from a combination of ground pork and ground pork sausage. The meatballs are served with a fried
negative	go take shower	go take shower  go take shower  go take shower  go take shower  go take shower  go take shower  go take shower  go take shower  go take shower
negative	rtib happy birthday	rtib happy birthday  The last time I checked, the last time I checked, the last time I checked, the last time I checked, the last time I checked, the last time I checked, the last
positive	haydeee sigh haha	haydeee sigh haha  I'm not sure what to make of this. I've been using the same setup for a while now and I've never seen anything like it. I have a few different systems that I
negative	days hello finals goodbye	days hello finals goodbye  days goodbye finals goodbye  days goodbye finals goodbye  days goodbye finals goodbye  days goodbye finals goodbye  days goodbye finals goodbye  days goodbye finals goodbye  days goodbye
positive	hello new followers hope good	hello new followers hope good luck to you all  hello new followers hope good luck to you all  hello new followers hope good luck to you all  hello new followers hope good luck to you all  hello
positive	sit car queen front home	sit car queen front home front  sit car queen front home front  sit car queen front home front  sit car queen front home front  sit car queen front home front  sit car queen front home
negative	back asheville nc visit	back asheville nc visit  back asheville nc visit  back asheville nc visit  back asheville nc visit  back asheville nc visit  back as
positive	peace love music	peace love music  I love the sound of this song. I love the way it sounds. I love the way it sounds when I sing it. I love the way it sounds when I play it. I
negative	senshuu try really	"senshuu try really hard to make it look like the game is a ""real"" game, but it's not. It's a ""senshuu"" game. It's a ""senshuu"""
positive	peasandbananas right	peasandbananas right here.  I'm not sure what to make of this. I've been trying to make this for a while and I finally got around to it. I have been using this product for a
negative	day age doctor take	day age doctor take care of your health  day doctor take care of your health  day doctor take care of your health  day doctor take care of your health  day doctor take care of your health
negative	week week summer school	"week week summer school summer school  The first thing I did was go to the library and read the book ""The Great Gatsby"" by F. Scott Fitzgerald. I was in the library and I was reading"
negative	pabba nooo get	pabba nooo get it together, you're not going to be able to get it together.  pabba nooo you're not going to be able to get it together.  pabba nooo you
positive	hmmm time either	hmmm time either way. I'm not sure if I should be happy or not. I have been using this product for a few months now and I have not had any issues. I have been using this product for
positive	mckechnie girls know boyfriend	mckechnie girls know boyfriends  A couple of girls from the city of Chicago have been arrested after police say they were caught on video kissing and fondling a man.  The couple, who are both 18,
negative	lookin friends tryin find	lookin friends tryin findin  lookin friends tryin findin  lookin friends tryin findin  lookin friends tryin findin  lookin friends tryin findin  look
negative	bub leave alone weekend wish	bub leave alone weekend wishlist  I'm not sure if I should say this, but I'm not sure if I should say this, but I'm not sure if I should say this, but I'm not sure
negative	dude look like facebook suck	dude look like facebook suckers  Anonymous 01/24/15 (Mon) 01:24:43 AM No. 96545 >>96545  I'm not saying it's the same as you,
positive	rachelmcadams rut roh wish advice	rachelmcadams rut roh wish advice  I have been using this product for about a year now and I have been using it for about a year now and I have been using it for about a year now and I have been using
negative	theirishguy chadfu good	theirishguy chadfu good  I'm not sure if this is a good idea, but I'm going to try it. I'm a woman. I'm a woman. I'm a woman. I'm a woman
negative	want see tweety	want see tweetype?  you can download it here:  https://github.com/joshuadler/tweetype/releases/download/1.0.0/
negative	lildevilmama really need chart	lildevilmama really need charting.  I'm not saying that the charting is bad, but it's not the point. The point is that the charting is bad.  The charting is bad because
negative	djsmook shoot tequila	djsmook shoot tequila shots  djsmook shoot tequila shots  djsmook shoot tequila shots  djsmook shoot tequila shots  djsmook shoot tequila shots  dj
negative	get home wait	get home wait for the ambulance to arrive  get home  get home  get home  get home  get home  get home  get home  get home  get
positive	oh get fillout	oh get fillout, i have a lot of it, and i have to say i like the look of it, i like the color, i like the size, i like the color, i like the color,
negative	ride request last us next	ride request last us next  ride request last us next  ride request last us next  ride request last us next  ride request last us next  ride request last us next  ride request last
positive	cynthiaburoughs wave	cynthiaburoughs wave to the crowd during a rally in support of the Republican candidate for the U.S. Senate in Alabama, Roy Moore, at the Alabama State Fair in Montgomery, Ala., on Nov. 12.
positive	friend make alive everyone else	friend make alive everyone else  friend make alive everyone else  friend make alive everyone else  friend make alive everyone else  friend make alive everyone else  friend make alive everyone else  friend make alive
negative	zex pistol happy	zex pistol happy camper  I bought this gun a few weeks ago and have been shooting it a lot. It shoots great and is a great value. I have a few issues with it. The trigger is
negative	derrickjwyatt yeah really feel	derrickjwyatt yeah really feel like i'm in a bad place right now. i'm not sure what to do. i'm not sure what to do.  derrickjwyatt i'm not sure what to do
positive	ember xoxox woohoo nice job	ember xoxox woohoo nice job! i love it! i love the colors and the design! i love the way the colors blend together and the way the colors blend together! i love the way the colors blend together and the way
negative	trosekay best part	trosekay best part of the game  I have been playing this game for a while and I have been playing it for a long time. I have been playing it for a long time and I have been playing it
positive	nathanwhalan would want reply	nathanwhalan would want reply to this.  i think that the reason why the game is so good is because of the way it's presented................
negative	officially complete first	officially complete first draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft of the draft
positive	watch cnn news hope	watch cnn news hope you are all well. i am a student at the University of California, Irvine and i am a student of the law. i am a white male and i am a gay man. i am a
positive	hang home bite go sam	hang home bite go sammy  I'm not sure what to make of this. I've been looking for a good recipe for a while and I finally found it. I've been looking for a good recipe for a
positive	nicholaskenny yes sunday almost around	nicholaskenny yes sunday almost around 10:00pm  nicholaskenny yes sunday around 10:00pm  nicholaskenny yes sunday around 10:00pm  nicholask
positive	hungry mood	hungry mood  a person who is hungry  a person who is hungry for something  a person who is hungry for something to eat  a person who is hungry for something to drink
positive	trent reznor miss trent hope	trent reznor miss trent hope miss  trent reznor miss trent hope miss  This is a rush transcript. Copy may not be in its final form.  AMY GOODMAN: We turn now to the
positive	wake lmao pm haha revise	wake lmao pm haha revise:  i'm not sure if this is a good or a bad thing, but i think it's a good thing.  i think it's a good thing because it means that the
negative	red lobster sisters	red lobster sisters  The red lobster is a member of the family of lobsters, and is the only member of the family that is not a lobster. It is a member of the family of lobsters
negative	happy friday want take	happy friday want take me to the beach?  I'm not sure if you're aware, but the last time I went to the beach, I was in a car accident.  I was driving a car
negative	try get rediculous study	try get rediculous study  try get rediculous study  try get rediculous study  try get rediculous study  try get rediculous study  try get rediculous study
negative	goodlemax teehee yessiry sure	goodlemax teehee yessiry sureyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
positive	mozmrz vps like neosurge	mozmrz vps like neosurge, neosurge-lite, neosurge-lite-lite, neosurge-lite-lite, neosurge-lite-lite-lite, neosur
negative	zelda arrive today doubt	zelda arrive today doubtlessly.  i am not sure if this is a joke or not, but i am not sure if this is a joke or not, but i am not sure if this is a joke or
positive	marris great saw one best	marris great saw one best of all. i think it is a great piece of work. i am glad to see that the author is still alive and well.  i am glad to see that the author is still alive
positive	nessie plan today	nessie plan today  I'm going to try to keep this short and sweet. I'm going to try to keep this short and sweet.  I'm going to try to keep this short and sweet.
negative	lambert lamb goth lol	lambert lamb goth lol  lambert lamb goth lol  lambert lamb goth lol  lambert lamb goth lol  lambert lamb goth lol  lambert lamb goth lol
positive	well bore science	well bore science  I have been reading a lot of science fiction lately, and I have to say, I have to say, well bore science. I have read a lot of science fiction, and I have
negative	get sonic yummy	get sonic yummy  get sonic yummy  get sonic yummy  get sonic yummy  get sonic yummy  get sonic yummy  get sonic yummy  get sonic
positive	iamdavidcook yay see	iamdavidcook yay see you in the next chapter!  i love you!  -david<|endoftext|>The first time I saw the movie, I was in the middle of a long, long day at work.
positive	yourawolfboyy bff	yourawolfboyy bffs  Anonymous 01/24/16 (Tue) 01:24:25 AM No. 92599 >>92598  I'm not sure if I'm being serious here, but
positive	win beta finally give	win beta finally give us a chance to play with the new features.  I'm not sure if you've noticed, but the new features are pretty awesome.  First of all, the new features are pretty
negative	gym flow get get	gym flow get get  gym flow get get  gym flow get get  gym flow get get  gym flow get get  gym flow get get  gym flow
negative	back rehearsal kaleidoscope rmit	back rehearsal kaleidoscope rmitchell  back rehearsal kaleidoscope rmitchell  back rehearsal kaleidoscope rmitchell  back rehearsal kaleidoscope rmitchell  back rehearsal kaleidoscope rmit
negative	lewisusher hey brisbane	lewisusher hey brisbane,  i'm just trying to get a hold of you.  i'm in the middle of a project and i'm not sure what to do.  i'm trying to get
positive	find grampa cancer	find grampa cancer  find grampa cancer  find grampa cancer  find grampa cancer  find grampa cancer  find grampa cancer  find grampa cancer  find gr
positive	two level tr underworld	two level tr underworlds  two level tr underworlds  two level tr underworlds  two level tr underworlds  two level tr underworlds  two level tr underworlds  two level
negative	fun calanan excite see photos	fun calanan excite see photos  favorite favorite favorite favorite favorite  I was in the middle of a discussion with a friend about the best way to get a good meal. I was thinking about how to make a chicken breast
negative	nyxed hope get less sneezy	nyxed hope get less sneezy  I'm not saying I'm going to be a sneezy person, but I'm definitely going to be a sneezy person who likes to get less sneezy.
positive	good morning	good morning everyone!  I'm back from a trip to the beach with my family. I had a great time and had a great time with my family. I had a great time with my family.
negative	tommcfly thank	tommcfly thank you for your feedback.  The problem you are trying to solve is not a bug, but a feature request.  Please provide as much information as possible to help us understand the problem.
positive	fall easy get back	fall easy get back to work  I'm back in the office, and I'm back in the office. I'm back in the office, and I'm back in the office. I'm back in the office
positive	oh cool kill really pretty	oh cool kill really pretty cool i love it  oh cool kill really pretty cool i love it  oh cool kill really pretty pretty cool i love it  oh cool kill really pretty pretty cool i love it
negative	jessicaveronica well donnee woo top	jessicaveronica well donnee woo top  $ 29.00  Description  This top is made from a soft, stretchy cotton fabric. It is a great choice for a variety of occasions, from a casual day at
negative	schofe love kingdom brill prog	schofe love kingdom brill prog rock n roll  schofe love kingdom brill prog rock n roll  schofe love kingdom brill prog rock n roll  schofe love kingdom brill prog rock n roll
negative	sister rebecca hey	sister rebecca hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey
positive	thatguyfsu atl really awkward	thatguyfsu atl really awkward  thatguyfsu atl really awkward  thatguyfsu atl really awkward  thatguyfsu atl really awkward  thatguyfsu atl really awkward
positive	thedoctor odd refrain squeeing welcome	thedoctor odd refrain squeeing welcome to the world of the internet.  The phrase has become a rallying cry for the tech industry, and it's a rallying cry that has been used to rally the tech community to support the tech
negative	wait til midnight	wait til midnight  wait til midnight  wait til midnight  wait til midnight  wait til midnight  wait til midnight  wait til midnight  wait til midnight  wait til midnight
negative	stick fact may get	stick fact may get a bit more complicated, but the basic idea is that the stick is a stick, and the stick is a stick. The stick is a stick, and the stick is a stick. The stick is
positive	friend maritza car	"friend maritza carol  ""I am a very happy girl. I am very happy with my life. I am very happy with my life. I am very happy with my life. I am very happy with"
positive	jonathanrknight girls together tomorrow night	jonathanrknight girls together tomorrow night.  I'm not sure what to make of this. I have a lot of friends, and the the the the the the the the the the the the the the the the the the the
positive	change ginger content patrissiacruz	change ginger content patrissiacruzia.com/ginger-free-recipe-recipe-ginger-free-recipe-recipe-ginger-free-recipe-recipe-ginger-
positive	kelbub oh man would	kelbub oh man would you believe that this is a real thing?  I have been a fan of the show since it first aired in the US in the late 80's and early 90's. I have a few
negative	signwerks read sign	signwerks read signpost  signpost read signpost  signpost read signpost  signpost read signpost  signpost read signpost  signpost read signpost  signpost
negative	well sprain wrist	well sprain wrist, but it's not a bad injury. I'm not sure if it's a bad injury, but it's not a good injury.  I'm not sure if it's a bad injury
negative	meet couch night start	meet couch night start  I'm a couch night start. I'm a couch night start. I'm a couch night start. I'm a couch night start. I'm a couch night start. I'm a
positive	finally day start nice maybe	finally day start nice maybe i will be able to get some more time to play this game. i am not a big fan of the game but i am enjoying it. i am not a fan of the game but i am
positive	burn roof mouth	burn roof mouth  The burn roof mouth is a common feature of the modern urban landscape.........................
negative	youngq call bubble twitter	youngq call bubble twitter  youngq call bubble twitter  youngq call bubble twitter  youngq call bubble twitter  youngq call bubble twitter  youngq call bubble twitter  youngq call
positive	days hello finals	days hello finals  days hello finals  days hello finals  days hello finals  days hello finals  days hello finals  days hello finals  days hello finals  days hello finals
negative	team meet bad	team meet bad guy  team meet bad guy  team meet bad guy  team meet bad guy  team meet bad guy  team meet bad guy  team meet bad guy  team
negative	gefeliciteerd efteling	gefeliciteerd eftelingen  gefeliciteerd eftelingen  gefeliciteerd eftelingen  gefeliciteerd eftelingen  ge
negative	mollymopsa philo plato	mollymopsa philo platoi  mollymopsa philo platoi  mollymopsa philo platoi  mollymopsa philo platoi  m
positive	princes lea wish unfortunately	princes lea wish unfortunately, but they are not the only ones.  prince lea wish, but they are not the only ones.  prince lea wish, but they are not the only ones
negative	nohating get followers day	nohating get followers day  nohating get followers day  nohating get followers day  nohating get followers day  nohating get followers day  nohating get followers day
negative	gettin ready work see	gettin ready work see you in the next chapter  The first time I saw the movie, I was in the theater with my dad and my brother. I was in the theater with my mom and my sister. I
positive	go kfc	go kfc  go kfc is a simple, fast, and easy-to-use command line tool for building and running kfc-based applications.  Installation  go get -u github
negative	horrible realization apply	horrible realization apply to all of us.  I am a woman. I am a mother. I am a wife. I am a teacher. I am a doctor. I am a lawyer. I am a
negative	tangg cnt make	tangg cnt make  tangg cnt make -f  tangg cnt make -f  tangg cnt make -f  tangg cnt make -f
negative	ak follow seth	ak follow seth on twitter  ak follow seth on twitter  ak follow seth on twitter  ak follow seth on twitter  ak follow seth on twitter  ak follow seth
negative	thedebbyryan must feel really	thedebbyryan must feel really bad for him.  The man who was the subject of a viral video of him being punched in the face by a man in a bar has been arrested.  The video, which has
positive	loudossantos ask free accomodation	loudossantos ask free accomodation for the next week.  I will be there for the next week.  I will be there for the next week.  I will be there for the next week.
negative	new day put	new day put on by the new king  the new king  the new king  the new king  the new king  the new king  the new king  the new king
negative	much beach bar	much beach bar  I love this place. It's a little bit of a divey, but it's a great place to hang out and have a drink. The bartenders are great and the food is
negative	new waste	new waste management system  new waste management system  new waste management system  new waste management system  new waste management system  new waste management system  new waste management system
negative	wkylaw david hey michael moore	wkylaw david hey michael moore  I'm a lawyer. I'm not a lawyer. I'm not a lawyer. I'm not a lawyer. I'm not a lawyer. I'm not a lawyer. I'm not
positive	happy get hook cup	happy get hook cupcake  I'm not sure what to say. I'm so happy with this. I've been wanting to try this for a while, and I've been looking for something that's a little
positive	streyeder good news report	streyeder good news report on the new version of the game. The game is now in the final stages of development and is in a very good state. The game is very well balanced and has a lot of potential
positive	playfulpixel way mind business move	playfulpixel way mind business move  playfulpixel way mind business move  playfulpixel way mind business move  playfulpixel way mind business move  playfulpixel way mind business move  playful
positive	paupaula know try	paupaula know tryna  I'm a big fan of the show. I love the characters, the music, the acting, the acting, the writing, the acting, the writing, the acting, the writing
negative	davidarchie eat mangoes	davidarchie eat mangoes  davidarchie eat mangoes  davidarchie eat mangoes  davidarchie eat mangoes  davidarchie eat mangoes  david
positive	work box office today	work box office today.  The film, which is based on the true story of a young man who was shot and killed by a police officer, is the latest in a long line of high-profile police shootings
positive	parhamdoustdar people everywhere pray hop	parhamdoustdar people everywhere pray hopefullly for the return of the Lord Jesus Christ.  parhamdoustdar people everywhere pray hopefullly for the return of the Lord Jesus Christ.  parham
negative	babydot hey big congratulations	babydot hey big congratulations on your win!  I'm not sure if you're aware of this, but I'm a big fan of your game. I'm a huge fan of your game. I'm a huge
negative	birthdayparty one year old baby	birthdayparty one year old baby  birthdayparty one year old baby  birthdayparty one year old baby  birthdayparty one year old baby  birthdayparty one year old baby  birthday
negative	even sure least get	even sure least get a little bit of a headache.  I have been using this product for about a year now. I have had it for about a year and a half. I have had it for about a
positive	ofantastic lol love place	ofantastic lol love place. i love the atmosphere, the music, the food, the people, the art, the art, the art, the art, the art, the art, the art, the art, the
positive	sun go away amuse lol	sun go away amuse lol  sun go away amuse lol  sun go away amuse lol  sun go away amuse lol  sun go away amuse lol  sun go away amuse lol  sun go away
positive	knitiot work saturday	knitiot work saturday  I'm back from a week long trip to the US. I'm going to be doing a lot of knitting. I'm going to be knitting a lot of things, and I'm going
positive	telmotpinto	telmotpinto  join:2009-11-18 telmotpinto Member Re: Comcast's new service is not a good idea. I'm not a Comcast customer, but I've been with Comcast for
negative	ecullenz bwahahahahaha friggen denious	ecullenz bwahahahahaha friggen denious shithead  Anonymous 01/18/15 (Mon) 12:52:43 AM No. 96545 >>96545  I'm not sure if you're referring to the
positive	goodnight world exept get	goodnight world exept gettin' ready to go  goodnight world  goodnight world  goodnight world  goodnight world  goodnight world  goodnight world exept you're a
positive	bykimbo classic lol	bykimbo classic lol  bykimbo classic lol  bykimbo classic lol  bykimbo classic lol  bykimbo classic lol  bykimbo classic lol
negative	destinyhope hi great thank	destinyhope hi great thank you for your feedback. I am sorry for the inconvenience.  We are currently experiencing a technical issue.  Please try again later.  Thank you for your patience.  We
negative	even cousin escort cuz want	even cousin escort cuz want to be with a girl who isnt your cousin?  even cousin escort cuz want to be with a girl who isnt your cousin?  even cousin escort cuz want to be
positive	jasondv transference get addict puzzle	jasondv transference get addict puzzle  jasondv transference get addict puzzle  jasondv transference get addict puzzle  jasondv transference get addict puzzle  jasondv trans
positive	g kgurrl jealous night without	g kgurrl jealous night without a man  g kgurrl jealous night without a man  g kgurrl jealous night without a man  g kgurrl jealous night without a man  g kgur
positive	jasonvonberg lady gaga akon	jasonvonberg lady gaga akon  I have been using this product for about a year now and I have never had a problem. I have used it on my dog for years and it has never caused any problems. I have
negative	decide boot vista months hiatus	decide boot vista months hiatus  decide boot vista months hiatus hiatus  decide boot vista months hiatus hiatus  decide boot vista months hiatus hiatus  decide boot vista months hiatus hiatus
negative	indienorth thank followfriday	indienorth thank followfriday  I'm a big fan of the new iPhone 6 Plus. It's a gorgeous phone, and it's the first phone to come out of Apple that's actually waterproof. The phone,
negative	hang around mom	hang around mommy and daddy  I'm not going to lie. I'm a little nervous. I'm nervous because I'm scared. I'm scared that I'm going to get hurt. I'm scared
negative	feel depress moment miss someone	feel depress moment miss someone's birthday party  to be depressed  to be sad  to be sadistic  to be sadistic  to be sadistic  to be sadistic  to
negative	sfanb single serve size	sfanb single serve size: 1/2 cup  1/2 cup sugar  1/2 cup corn syrup  1/2 cup molasses  1/2 cup corn starch  1/
negative	dream	dreamy  I'm not sure if this is a good idea, but I'm going to go ahead and say it. I'm not sure if this is a good idea, but I'm going
negative	abbylatip nyaww abby	abbylatip nyaww abbylatip  I am a female who is 18 years old. I am from the United States. I am a student at the University of Michigan. I am a member of the United States Army
negative	aww upates lol	aww upates lol  I'm not sure if this is a joke or not, but I'm pretty sure that's what it is.  I'm not sure if this is a joke or not, but
negative	work ill sick	work ill sick sick sick ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill ill
positive	andiespeak weeks due december	andiespeak weeks due december  andiespeak weeks due december  andiespeak weeks due december  andiespeak weeks due december  andiespeak weeks due december  andies
positive	barelyblind new song	barelyblind new song  by Barelyblind  barelyblind new song by Barelyblind  by Barelyblind  barelyblind new song  by Barelyblind  barely
negative	want come cook full english	want come cook full english recipe  I'm not sure if you've heard, but I'm going to be cooking a full English recipe for you. I'm going to be cooking a recipe that I've been making for
positive	jessicahenrie download songs	jessicahenrie download songs - 1,829,931 views  jessicahenrie download songs - 1,829,931 views  jessicahenrie download songs - 1,8
negative	acepower good thank sorry late	acepower good thank sorry late  acepower bad thank sorry late  acepower bad sorry sorry late  acepower bad sorry sorry late  acepower bad sorry sorry late  acep
negative	piss hard hammer	piss hard hammer on the ground  piss hard hammer on the ground  piss hard hammer on the ground  piss hard hammer on the ground  piss hard hammer on the ground
negative	inishaboo best performance organization year	inishaboo best performance organization year  inishaboo best performance organization year  inishaboo best performance organization year  inishaboo best performance organization year  inishaboo best performance organization year
positive	hike mountain w bec	hike mountain w becky  hike mountain w becky  hike mountain w becky  hike mountain w becky  hike mountain w becky  hike mountain w bec
positive	eilis aha yeh babysitting	eilis aha yeh babysitting  eilis aha yeh babysitting  eilis aha yeh babysitting  eilis aha yeh babysitting  eilis aha
positive	register embassy quito look	register embassy quito look at the world's best hotels  The best hotels in the world are all around us. From the best hotels in the world to the best hotels in the world to the best hotels in the world
positive	paint wall apartment bavarian	paint wall apartment bavarian style  This apartment is located in the beautiful city of bavaria. The apartment is located in a beautiful building with beautiful views. The apartment has a beautiful kitchen, bathroom, living room,
positive	tommcfly good time tour wish	tommcfly good time tour wish you could see it  tommcfly good time tour wish you could see it  tommcfly good time tour wish you could see it  tommcfly good time
positive	bdorr already lose ni email	bdorr already lose ni email  I'm not sure if you've noticed, but I'm not sure if you've noticed. I've been getting a lot of emails from people asking if I'm still on the site.
